dx,rx
1,0.7900000214576721
1,0.7900000214576721
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-2,-1.5800000429153442
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.7900000214576721
0,-0.0
-1,-0.7900000214576721
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
1,0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
0,-0.0
1,0.6899999976158142
0,-0.0
1,0.7900000214576721
1,0.6899999976158142
1,0.7900000214576721
0,-0.0
1,0.7900000214576721
1,0.7900000214576721
0,-0.0
0,-0.0
1,0.7900000214576721
0,-0.0
1,0.6899999976158142
1,0.6899999976158142
1,0.7900000214576721
1,0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
1,0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
1,0.6899999976158142
1,0.6899999976158142
1,0.7900000214576721
1,0.7900000214576721
1,0.7900000214576721
0,-0.0
1,0.6899999976158142
1,0.6899999976158142
1,0.7900000214576721
1,0.6899999976158142
1,0.6899999976158142
2,1.5800000429153442
2,1.5800000429153442
2,1.5800000429153442
2,1.5800000429153442
1,0.6899999976158142
1,0.6899999976158142
0,-0.0
1,0.6899999976158142
0,-0.0
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
1,0.7900000214576721
2,1.5800000429153442
1,0.6899999976158142
2,1.5800000429153442
1,0.7900000214576721
2,1.5800000429153442
0,-0.0
2,1.5800000429153442
1,0.6899999976158142
2,1.5800000429153442
2,1.5800000429153442
1,0.6899999976158142
0,-0.0
1,0.6899999976158142
0,-0.0
1,0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
1,0.6899999976158142
0,-0.0
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.7900000214576721
-1,-0.6899999976158142
-1,-0.7900000214576721
-1,-0.7900000214576721
0,-0.0
-1,-0.7900000214576721
0,-0.0
4,3.680000066757202
9,11.459999799728394
16,26.8799991607666
21,43.390000104904175
24,53.29000282287598
26,59.890000343322754
29,69.80000114440918
30,73.1000018119812
34,86.30000448226929
35,89.61000323295593
32,79.69999694824219
30,73.1000018119812
27,63.19999837875366
26,59.890000343322754
26,59.890000343322754
25,56.59000277519226
24,53.29000282287598
23,49.990002393722534
22,46.69000005722046
19,36.77999985218048
18,33.4900016784668
16,26.8799991607666
14,20.269999980926514
12,16.249999523162842
12,16.249999523162842
12,16.249999523162842
12,16.249999523162842
10,13.059999942779541
8,9.859999656677246
6,6.670000076293945
4,3.680000066757202
3,2.6199998259544373
3,2.6199998259544373
4,3.680000066757202
3,2.6199998259544373
2,1.5800000429153442
2,1.5800000429153442
1,0.7900000214576721
1,0.7900000214576721
0,-0.0
1,0.6899999976158142
1,0.7900000214576721
0,-0.0
0,-0.0
-1,-0.6899999976158142
-2,-1.5800000429153442
-3,-2.6199998259544373
-4,-3.680000066757202
-5,-5.0599998235702515
-7,-8.62749969959259
-8,-9.859999656677246
-8,-9.859999656677246
-9,-11.459999799728394
-8,-9.859999656677246
-6,-6.670000076293945
-5,-5.0599998235702515
-4,-3.680000066757202
-4,-3.680000066757202
-4,-3.680000066757202
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-4,-3.680000066757202
-3,-2.6199998259544373
-4,-3.680000066757202
-4,-3.680000066757202
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-3,-2.6199998259544373
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
0,-0.0
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-2,-1.5800000429153442
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.8733332753181458
0,-0.0
-1,-1.0119999647140503
-1,-1.0119999647140503
0,-0.0
0,-0.0
0,-0.0
3,3.3350000381469727
5,6.162499785423279
6,7.394999742507935
9,11.753999948501587
11,14.895832896232605
14,20.269999980926514
19,36.77999985218048
20,40.08999824523926
20,40.08999824523926
17,31.629446029663086
13,18.822142839431763
14,23.519999265670776
14,22.017333030700684
13,18.822142839431763
11,15.103846073150635
10,13.541666269302368
8,10.447999954223633
6,7.394999742507935
6,7.394999742507935
6,7.080000400543213
5,5.900000333786011
4,4.047999858856201
3,2.6199998259544373
1,0.8733332753181458
1,0.6899999976158142
0,-0.0
0,-0.0
1,0.6899999976158142
0,-0.0
1,0.7900000214576721
0,-0.0
2,1.5800000429153442
1,0.9200000166893005
2,1.7466665506362915
3,2.6199998259544373
3,2.6199998259544373
2,1.5800000429153442
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
0,-0.0
1,0.6899999976158142
1,0.7900000214576721
2,1.5800000429153442
2,1.5800000429153442
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
0,-0.0
1,0.6899999976158142
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
-2,-1.5800000429153442
-2,-1.5800000429153442
-4,-3.680000066757202
-4,-3.680000066757202
-5,-5.0599998235702515
-5,-5.0599998235702515
-7,-8.260000467300415
-8,-9.859999656677246
-10,-13.059999942779541
-11,-14.649999141693115
-11,-14.649999141693115
-10,-13.059999942779541
-10,-13.318181037902832
-9,-11.753999948501587
-10,-13.318181037902832
-11,-14.895832896232605
-11,-15.103846073150635
-12,-16.4769229888916
-11,-15.103846073150635
-12,-16.4769229888916
-12,-17.37428569793701
-12,-16.4769229888916
-11,-15.103846073150635
-11,-15.103846073150635
-11,-15.103846073150635
-9,-11.986362934112549
-10,-13.541666269302368
-9,-11.986362934112549
-11,-15.103846073150635
-10,-13.318181037902832
-9,-11.753999948501587
-7,-8.62749969959259
-7,-8.62749969959259
-6,-7.080000400543213
-6,-7.394999742507935
-6,-7.080000400543213
-5,-5.900000333786011
-5,-5.558333396911621
-5,-5.900000333786011
-5,-5.0599998235702515
-3,-2.7600000500679016
-3,-2.6199998259544373
-3,-2.7600000500679016
-3,-2.6199998259544373
-5,-5.0599998235702515
-3,-2.6199998259544373
-4,-3.680000066757202
-4,-3.680000066757202
-3,-2.6199998259544373
-5,-5.0599998235702515
-4,-4.047999858856201
-4,-3.680000066757202
-3,-2.6199998259544373
-4,-3.680000066757202
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-2,-1.5800000429153442
-4,-3.680000066757202
-3,-2.6199998259544373
-4,-3.680000066757202
-4,-3.680000066757202
-4,-3.680000066757202
-4,-3.680000066757202
-3,-2.6199998259544373
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-4,-3.680000066757202
-3,-2.6199998259544373
-3,-2.6199998259544373
-4,-3.680000066757202
-3,-2.6199998259544373
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-2,-1.5800000429153442
-1,-0.6899999976158142
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-4,-4.047999858856201
-4,-3.680000066757202
-3,-2.6199998259544373
-4,-4.047999858856201
-3,-2.7600000500679016
-3,-2.6199998259544373
-3,-2.7600000500679016
-3,-2.7600000500679016
-2,-1.5800000429153442
-3,-2.7600000500679016
-3,-2.7600000500679016
-2,-1.840000033378601
-2,-1.840000033378601
-3,-3.035999894142151
-3,-3.035999894142151
-2,-1.7466665506362915
-3,-2.7600000500679016
-2,-1.7466665506362915
-2,-1.7466665506362915
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-1,-0.7900000214576721
-1,-0.6899999976158142
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.7900000214576721
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
-1,-0.6899999976158142
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-2,-1.5800000429153442
-5,-6.162499785423279
-4,-5.327272415161133
-4,-5.327272415161133
-4,-5.492307662963867
-5,-6.865384578704834
-5,-6.865384578704834
-7,-11.008666515350342
-10,-18.60555648803711
-12,-25.467272758483887
-15,-33.306251764297485
-16,-34.77565383911133
-16,-34.77565383911133
-16,-34.77565383911133
-15,-30.992857217788696
-15,-30.067498683929443
-15,-30.992857217788696
-13,-23.078824400901794
-10,-14.47857141494751
-10,-14.47857141494751
-8,-10.833333015441895
-8,-10.833333015441895
-8,-10.833333015441895
-9,-12.357692241668701
-8,-10.833333015441895
-8,-10.447999954223633
-7,-9.141999959945679
-7,-8.913333177566528
-6,-7.394999742507935
-5,-5.900000333786011
-5,-5.900000333786011
-4,-4.720000267028809
-5,-5.900000333786011
-6,-7.639999866485596
-4,-4.720000267028809
-6,-7.394999742507935
-6,-7.080000400543213
-5,-5.900000333786011
-4,-4.720000267028809
-4,-4.720000267028809
-3,-3.035999894142151
-2,-2.0239999294281006
-3,-3.035999894142151
-2,-1.840000033378601
-1,-0.9200000166893005
-1,-0.9200000166893005
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-1,-0.9200000166893005
-2,-1.7466665506362915
-1,-0.9200000166893005
-1,-0.9200000166893005
-2,-1.840000033378601
-1,-0.8733332753181458
-1,-0.8733332753181458
-2,-1.840000033378601
-2,-1.5800000429153442
-2,-1.7466665506362915
-1,-0.9200000166893005
-2,-1.5800000429153442
-1,-0.8733332753181458
-1,-0.9200000166893005
-2,-1.5800000429153442
0,-0.0
-1,-0.6899999976158142
-2,-1.7466665506362915
-1,-0.7900000214576721
-1,-0.7900000214576721
-2,-1.5800000429153442
-2,-1.840000033378601
-3,-2.7600000500679016
-2,-1.7466665506362915
-3,-2.7600000500679016
-3,-2.7600000500679016
-3,-3.035999894142151
-3,-3.035999894142151
-3,-2.7600000500679016
-3,-3.035999894142151
-3,-2.7600000500679016
-3,-3.035999894142151
-3,-2.7600000500679016
-2,-1.7466665506362915
-2,-1.5800000429153442
-2,-1.840000033378601
-3,-2.7600000500679016
-2,-1.7466665506362915
-2,-1.7466665506362915
-2,-1.7466665506362915
-2,-1.7466665506362915
-2,-1.5800000429153442
-2,-1.7466665506362915
-3,-2.7600000500679016
-3,-2.6199998259544373
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-1,-0.7900000214576721
-2,-1.5800000429153442
0,-0.0
-1,-0.6899999976158142
0,-0.0
0,-0.0
-1,-0.6899999976158142
0,-0.0
2,1.5800000429153442
2,1.5800000429153442
3,2.7600000500679016
4,4.047999858856201
5,5.900000333786011
7,8.913333177566528
7,8.913333177566528
9,12.187499642372131
10,14.47857141494751
14,24.854118585586548
14,27.1010525226593
17,36.07863640785217
21,49.15555429458618
23,56.04333472251892
25,61.61290407180786
26,64.07742023468018
22,49.79920244216919
21,45.64304566383362
21,45.64304566383362
20,41.32380962371826
21,45.64304566383362
23,52.06280255317688
22,48.84916925430298
23,52.06280255317688
22,47.816524028778076
20,42.445454597473145
23,51.06958603858948
23,51.06958603858948
23,51.06958603858948
22,47.816524028778076
22,47.816524028778076
20,41.32380962371826
21,44.5677273273468
18,36.08099842071533
16,28.404706954956055
14,22.017333030700684
15,25.19999921321869
15,23.589999675750732
14,20.269999980926514
11,14.649999141693115
9,11.459999799728394
5,5.0599998235702515
4,3.680000066757202
2,1.5800000429153442
1,0.7900000214576721
2,1.5800000429153442
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
-1,-0.6899999976158142
-4,-4.047999858856201
-7,-8.62749969959259
-7,-8.62749969959259
-7,-8.62749969959259
-9,-11.753999948501587
-9,-11.753999948501587
-9,-11.459999799728394
-7,-8.62749969959259
-8,-9.859999656677246
-7,-8.62749969959259
-8,-9.859999656677246
-8,-9.859999656677246
-6,-7.080000400543213
-6,-6.670000076293945
-6,-6.670000076293945
-6,-6.670000076293945
-5,-5.558333396911621
-5,-5.0599998235702515
-7,-8.260000467300415
-6,-6.670000076293945
-5,-5.0599998235702515
-6,-6.670000076293945
-4,-4.047999858856201
-5,-5.0599998235702515
-4,-3.680000066757202
-4,-3.680000066757202
-4,-3.680000066757202
-4,-3.680000066757202
-4,-3.680000066757202
-3,-2.6199998259544373
-4,-3.680000066757202
-3,-2.6199998259544373
-6,-6.670000076293945
-4,-3.680000066757202
-6,-6.670000076293945
-6,-6.670000076293945
-5,-5.0599998235702515
-5,-5.0599998235702515
-5,-5.0599998235702515
-4,-3.680000066757202
-2,-1.5800000429153442
-3,-2.6199998259544373
-3,-2.6199998259544373
-4,-3.680000066757202
-3,-2.6199998259544373
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-1,-0.6899999976158142
0,-0.0
0,-0.0
-1,-0.7900000214576721
-2,-1.5800000429153442
-1,-0.6899999976158142
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-4,-3.680000066757202
-4,-3.680000066757202
-6,-6.670000076293945
-7,-8.260000467300415
-8,-9.859999656677246
-10,-13.059999942779541
-11,-14.649999141693115
-11,-14.649999141693115
-10,-13.059999942779541
-9,-11.459999799728394
-6,-6.670000076293945
-5,-5.0599998235702515
-3,-3.035999894142151
-2,-2.3600001335144043
-3,-3.6974998712539673
-4,-4.929999828338623
-5,-6.5299999713897705
-6,-7.639999866485596
-4,-4.929999828338623
-4,-4.720000267028809
-2,-2.2233333587646484
-4,-4.929999828338623
-3,-3.9954543113708496
-4,-5.223999977111816
-4,-5.0933332443237305
-4,-5.0933332443237305
-5,-6.5299999713897705
-4,-4.929999828338623
-3,-3.035999894142151
-3,-3.035999894142151
-1,-0.7900000214576721
-1,-0.7900000214576721
-1,-0.7900000214576721
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-1,-0.6899999976158142
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-2,-1.5800000429153442
-1,-0.6899999976158142
-1,-0.7900000214576721
-2,-1.5800000429153442
-1,-0.7900000214576721
0,-0.0
-1,-0.7900000214576721
-1,-0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-1,-0.6899999976158142
0,-0.0
-1,-0.7900000214576721
-1,-0.7900000214576721
-1,-0.8733332753181458
-1,-0.8733332753181458
-2,-2.0239999294281006
-3,-3.3350000381469727
-3,-3.6974998712539673
-4,-4.929999828338623
-6,-7.835999965667725
-8,-10.984615325927734
-10,-14.47857141494751
-12,-21.30353021621704
-13,-23.078824400901794
-14,-23.519999265670776
-15,-26.6294127702713
-15,-25.19999921321869
-15,-23.589999675750732
-16,-26.8799991607666
-17,-30.180001139640808
-20,-40.08999824523926
-24,-53.29000282287598
-25,-56.59000277519226
-29,-69.80000114440918
-28,-66.48999977111816
-29,-69.80000114440918
-28,-67.39310455322266
-26,-59.890000343322754
-26,-59.890000343322754
-26,-59.890000343322754
-27,-63.19999837875366
-28,-66.48999977111816
-27,-63.19999837875366
-27,-63.19999837875366
-26,-59.890000343322754
-25,-56.59000277519226
-22,-46.69000005722046
-20,-40.08999824523926
-19,-36.77999985218048
-19,-36.77999985218048
-18,-33.4900016784668
-17,-30.180001139640808
-14,-20.269999980926514
-12,-16.249999523162842
-11,-14.649999141693115
-10,-13.059999942779541
-8,-9.859999656677246
-7,-8.260000467300415
-6,-6.670000076293945
-3,-2.6199998259544373
-1,-0.6899999976158142
-1,-0.7900000214576721
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
2,1.840000033378601
2,1.840000033378601
2,1.840000033378601
2,1.7466665506362915
2,1.7466665506362915
3,2.6199998259544373
4,3.680000066757202
4,3.680000066757202
5,5.0599998235702515
6,6.670000076293945
8,9.859999656677246
10,13.059999942779541
9,11.459999799728394
8,9.859999656677246
7,8.260000467300415
6,6.670000076293945
5,5.0599998235702515
5,5.0599998235702515
4,3.680000066757202
4,3.680000066757202
3,2.6199998259544373
2,1.5800000429153442
1,0.6899999976158142
1,0.6899999976158142
2,1.5800000429153442
2,1.5800000429153442
3,2.6199998259544373
3,2.6199998259544373
3,2.6199998259544373
3,2.6199998259544373
2,1.5800000429153442
2,1.5800000429153442
1,0.6899999976158142
2,1.5800000429153442
1,0.7900000214576721
1,0.8733332753181458
1,0.9200000166893005
2,2.0239999294281006
2,2.0239999294281006
2,2.0239999294281006
2,1.7466665506362915
1,0.9200000166893005
2,1.840000033378601
1,0.7900000214576721
2,1.5800000429153442
3,2.7600000500679016
4,4.047999858856201
5,5.0599998235702515
6,7.080000400543213
7,8.62749969959259
8,10.186666488647461
7,8.62749969959259
7,8.260000467300415
6,6.670000076293945
4,3.680000066757202
4,3.680000066757202
5,5.0599998235702515
5,5.0599998235702515
4,3.680000066757202
3,2.6199998259544373
2,1.5800000429153442
2,1.5800000429153442
1,0.6899999976158142
1,0.6899999976158142
0,-0.0
1,0.7900000214576721
1,0.7900000214576721
1,0.8733332753181458
2,1.840000033378601
2,1.840000033378601
1,0.7900000214576721
0,-0.0
0,-0.0
1,0.7900000214576721
2,1.5800000429153442
2,1.5800000429153442
3,2.6199998259544373
3,2.6199998259544373
4,3.680000066757202
4,3.680000066757202
6,6.670000076293945
5,5.0599998235702515
6,6.670000076293945
5,5.0599998235702515
5,5.0599998235702515
5,5.0599998235702515
4,3.680000066757202
4,3.680000066757202
3,2.6199998259544373
4,3.680000066757202
3,2.6199998259544373
3,2.6199998259544373
2,1.5800000429153442
3,2.6199998259544373
3,2.6199998259544373
3,2.6199998259544373
3,2.6199998259544373
3,2.6199998259544373
2,1.5800000429153442
1,0.6899999976158142
1,0.6899999976158142
2,1.5800000429153442
0,-0.0
1,0.6899999976158142
1,0.6899999976158142
1,0.6899999976158142
0,-0.0
2,1.5800000429153442
5,5.0599998235702515
9,11.459999799728394
13,17.84999990463257
15,23.589999675750732
18,33.4900016784668
21,43.390000104904175
23,49.990002393722534
27,63.19999837875366
29,69.80000114440918
28,66.48999977111816
28,66.48999977111816
28,66.48999977111816
27,63.19999837875366
28,66.48999977111816
26,59.890000343322754
28,66.48999977111816
26,59.890000343322754
23,49.990002393722534
22,46.69000005722046
20,40.08999824523926
17,30.180001139640808
16,26.8799991607666
13,17.84999990463257
13,17.84999990463257
12,16.249999523162842
11,14.895832896232605
11,14.649999141693115
10,13.059999942779541
9,11.459999799728394
10,13.059999942779541
9,11.459999799728394
8,9.859999656677246
9,11.753999948501587
8,9.859999656677246
6,6.670000076293945
4,4.047999858856201
3,2.7600000500679016
1,0.7900000214576721
0,-0.0
0,-0.0
-1,-0.7900000214576721
-2,-1.5800000429153442
-1,-0.7900000214576721
0,-0.0
-1,-0.6899999976158142
-1,-0.7900000214576721
-1,-0.6899999976158142
-2,-1.5800000429153442
-4,-4.047999858856201
-4,-3.680000066757202
-3,-2.7600000500679016
-4,-4.047999858856201
-4,-3.680000066757202
-3,-2.7600000500679016
-3,-2.7600000500679016
-1,-0.7900000214576721
-2,-1.5800000429153442
-1,-0.8733332753181458
-1,-0.8733332753181458
-1,-0.8733332753181458
0,-0.0
0,-0.0
0,-0.0
1,0.8733332753181458
0,-0.0
1,0.7900000214576721
1,0.8733332753181458
2,1.7466665506362915
2,1.7466665506362915
3,2.7600000500679016
3,3.035999894142151
3,2.7600000500679016
3,2.7600000500679016
2,1.7466665506362915
2,1.5800000429153442
2,1.5800000429153442
1,0.7900000214576721
1,0.6899999976158142
1,0.7900000214576721
2,1.5800000429153442
1,0.7900000214576721
2,1.5800000429153442
1,0.6899999976158142
0,-0.0
0,-0.0
1,0.6899999976158142
0,-0.0
0,-0.0
0,-0.0
-1,-0.6899999976158142
0,-0.0
0,-0.0
-1,-0.6899999976158142
-1,-0.6899999976158142
-2,-1.5800000429153442
-2,-1.5800000429153442
-3,-2.6199998259544373
-4,-3.680000066757202
-4,-3.680000066757202
-6,-6.670000076293945
-6,-6.670000076293945
-9,-11.459999799728394
-11,-14.649999141693115
-16,-26.8799991607666
-18,-33.4900016784668
-19,-36.77999985218048
-20,-40.08999824523926
-21,-43.390000104904175
-21,-43.390000104904175
-21,-43.390000104904175
-21,-43.390000104904175
-22,-46.69000005722046
-22,-47.816524028778076
-19,-36.77999985218048
-18,-34.844210386276245
-18,-34.844210386276245
-17,-31.629446029663086
-18,-36.08099842071533
-19,-39.25761914253235
-20,-42.445454597473145
-22,-48.84916925430298
-22,-48.84916925430298
-21,-44.5677273273468
-20,-41.32380962371826
-18,-34.844210386276245
-16,-28.404706954956055
-15,-25.19999921321869
-14,-22.017333030700684
-14,-22.017333030700684
-11,-15.103846073150635
-11,-14.895832896232605
-9,-11.753999948501587
-7,-8.62749969959259
-5,-5.558333396911621
-4,-4.047999858856201
-4,-4.047999858856201
-5,-5.0599998235702515
-3,-2.7600000500679016
-3,-2.6199998259544373
-2,-1.5800000429153442
-3,-2.6199998259544373
-3,-2.6199998259544373
-3,-2.6199998259544373
-4,-3.680000066757202
-3,-2.6199998259544373
-5,-5.0599998235702515
-4,-3.680000066757202
-6,-6.670000076293945
